pl_name,pl_orbper,pl_insol,pl_eqt,pl_rade,pl_bmasse,pl_orbeccen,st_teff,st_met,is_habitable,esi_score,hz_flux_ratio,in_habitable_zone,density_proxy,temp_delta_earth,stellar_class,star_G,star_Hot,star_K,star_M,esi_computed
HATS-74 A b,1.73185606,106.9,895.1,11.56766808,464.02947422,0.044,3776.9,0.514,0,0.086104089,106.9,0,0.29978376608133317,640.1,M,False,False,False,True,0.1663
TOI-4479 b,1.1589,92.5,861.0,2.82,8.35,0.01032,3400.0,0.0,0,0.23015259,92.5,0,0.37233953370069645,606.0,M,False,False,False,True,0.3178
Kepler-222 d,28.081912,15.087,522.0,3.69,13.2,0.0,5433.0,0.33,0,0.264297,15.087,0,0.2627210267519865,267.0,G,True,False,False,False,0.4462
Kepler-1568 b,20.925392,72.568,729.0,1.3,2.24,0.0,5956.0,0.09,0,0.30407021,72.568,0,1.019572143832499,474.0,G,True,False,False,False,0.4245
Kepler-1207 b,13.68237119,352.508,802.0,1.62,3.26,0.0,5909.0,0.05,0,0.27732274,352.508,0,0.7667831424372601,547.0,G,True,False,False,False,0.3354
HATS-23 b,2.1605156,994.8004,1654.0,20.84874,467.2101,0.114,5780.0,0.28,0,0.045507384,994.8004,0,0.051555236388004785,1399.0,G,True,False,False,False,0.0918
Kepler-1636 b,425.47785,1.217,248.0,3.23,10.5,0.0,5797.0,0.03,0,0.61644384,1.217,1,0.31158872353880984,7.0,G,True,False,False,False,0.734
K2-207 b,12.48749,69.8268,738.2,2.60585269,7.3,0.0,5522.0,0.11,0,0.24628028,69.8268,0,0.4125468510202625,483.20000000000005,G,True,False,False,False,0.3608
K2-52 b,3.535055,1124.0,2004.0,18.0,311.27203688199995,0.0265399999999999,7147.0,0.055,0,0.054038806,1124.0,0,0.0533731201786694,1749.0,F,False,False,False,False,0.0861
Kepler-1822 b,22.13339996,15.65,507.0,2.64755943,7.5,0.0,5165.0,-0.32,0,0.27193966,15.65,0,0.40413281018639247,252.0,K,False,False,True,False,0.4922
HD 28678 b,380.2,16.4464,561.84,13.5,490.09386,0.149,4972.0,-0.11,0,0.12527466,16.4464,0,0.19919478128334095,306.84000000000003,K,False,False,True,False,0.2443
HD 189733 b,2.21857567,356.0,1209.0,12.66617,359.1479,0.0,5052.0,-0.02,0,0.073309913,356.0,0,0.17674103480994893,954.0,K,False,False,True,False,0.1299
Kepler-164 c,10.945723,131.487,881.0,2.73,7.9,0.0,5888.0,0.0,0,0.22953981,131.487,0,0.38827475127438904,626.0,G,True,False,False,False,0.3068
HD 20781 b,5.3135,175.0994,1006.1,1.21,1.93,0.1,5256.0,-0.11,0,0.29764728,175.0994,0,1.0894346850037904,751.1,K,False,False,True,False,0.3354
Kepler-712 b,21.02247699,15.801,521.0,3.41,11.5,0.0,5148.0,-0.03,0,0.26123842,15.801,0,0.29002451110631206,266.0,K,False,False,True,False,0.4546
Kepler-208 c,7.466623,300.165,1141.0,1.39,2.51,0.0,6092.0,-0.0423,0,0.28780201,300.165,0,0.9346076267705882,886.0,F,False,False,False,False,0.289
TIC 38828280 b,4.85558984762,376.72038,1043.84,2.62701629,7.4,0.043,5046.63,0.038,0,,376.72038,0,0.40817219999373283,788.8399999999999,K,False,False,True,False,0.257
K2-192 b,4.162817,181.7191,939.0,1.52,2.92,0.0,5222.0,0.15,0,0.28536296,181.7191,0,0.8314805365213587,684.0,K,False,False,True,False,0.3309
Kepler-1123 b,4.33946454,190.016,1061.0,1.67,3.43,0.0,5500.0,0.05,0,0.27760464,190.016,0,0.7364524420269148,806.0,G,True,False,False,False,0.3015
BEBOP-4 AB b,1823.5,0.5477,239.44,11.89536,8358.8871041,0.428,5701.43,0.2615,0,,0.5477,1,4.966102619824481,15.560000000000002,G,True,False,False,False,0.2688
HD 114082 b,109.75,14.6733,547.7,11.2089807,2542.627256,0.395,6651.0,0.0,0,0.1405391,14.6733,0,1.8054452956926308,292.70000000000005,F,False,False,False,False,0.2024
TOI-1238 b,0.764597,442.0,1133.0,1.21,3.76,0.25,4089.0,0.31,0,,442.0,0,2.1224219770022033,878.0,K,False,False,True,False,0.2706
K2-282 b,4.169783,245.0004,1057.0,2.5,6.8,0.0,5499.0,-0.23,0,0.23598364,245.0004,0,0.4352,802.0,G,True,False,False,False,0.2684
HD 121504 b,63.33,14.2224,523.32,13.6,479.9233,0.03,6027.0,0.15,0,0.13432196,14.2224,0,0.1907897812563607,268.32000000000005,F,False,False,False,False,0.2564
Kepler-38 b,105.599,14.4568,475.0,4.3,122.0,0.032,5623.0,-0.11,0,0.24291755,14.4568,0,1.5344560856276808,220.0,G,True,False,False,False,0.3464
WASP-133 b,2.176423,2054.7956,1790.0,13.56289,368.6828,0.17,5700.0,0.29,0,0.066756175,2054.7956,0,0.14777336356164736,1535.0,G,True,False,False,False,0.0872
HAT-P-1 b,4.46529976,259.687,1322.0,14.784671,166.86075,0.0,5980.0,0.13,0,0.063164629,259.687,0,0.05163202961612363,1067.0,G,True,False,False,False,0.139
TIC 46432937 b,1.44044527,115.1312,872.0,13.31626907,1017.0509024,0.009,3572.0,0.323,0,,115.1312,0,0.4307199656305407,617.0,M,False,False,False,True,0.1494
Kepler-255 d,1.045622658,1686.09,1710.0,1.32,2.3,0.0,5431.0,0.02,0,0.28688506,1686.09,0,1.0000139132370536,1455.0,G,True,False,False,False,0.1971
HD 63454 b,2.81805,159.9116,1018.06,12.31,79.4575,0.0,4812.0,0.1,0,0.078772056,159.9116,0,0.04259520745599162,763.06,K,False,False,True,False,0.1887
HD 6718 b,2476.0,0.0907,148.94,13.3,762.7881768,0.06,5746.0,-0.06,0,0.15174094,0.0907,0,0.32422688957114926,106.06,G,True,False,False,False,0.2677
Kepler-167 b,4.3931539,122.502,918.0,1.718,3.6,0.0,4884.0,0.02,0,0.27969776,122.502,0,0.7099585966503374,663.0,K,False,False,True,False,0.3376
Kepler-483 b,30.229104,61.495,755.0,3.21,10.4,0.0,6346.0,0.09,0,0.22073452,61.495,0,0.31442584887647634,500.0,F,False,False,False,False,0.3415
BD+20 594 b,41.6855,15.1513,546.0,2.57807,22.2481,0.0,5766.0,-0.15,0,0.30645978,15.1513,0,1.2984009134887535,291.0,G,True,False,False,False,0.4165
TYC 0434-04538-1 b,193.2,107.3772,877.8,12.7,1938.763,0.08,4679.0,-0.38,0,0.079585459,107.3772,0,0.9464846173786836,622.8,K,False,False,True,False,0.1377
Kepler-1243 b,16.8320729,36.162,690.0,1.75,3.71,0.0,5667.0,0.01,0,0.30379314,36.162,0,0.6922448979591836,435.0,G,True,False,False,False,0.4354
HD 73534 b,1750.0,0.3721,220.25,13.7,353.42696,0.126,4917.0,0.232,0,0.30922738,0.3721,1,0.1374478572175816,34.75,K,False,False,True,False,0.3865
Kepler-1494 b,91.080482,9.113,415.0,3.07,9.64,0.0,5659.0,0.01,0,0.3494758,9.113,0,0.3331669457055041,160.0,G,True,False,False,False,0.542
OGLE-2019-BLG-1470L AB c,264.6567313838,385.19634,901.666,13.3,699.2224954,0.016,5632.8,0.0746,0,,385.19634,0,0.2972079821068868,646.666,G,True,False,False,False,0.1387
Kepler-186 e,22.407704,3.608,319.0,1.27,2.15,0.0,3788.0,-0.28,0,0.60502124,3.608,0,1.0496083984293951,64.0,M,False,False,False,True,0.7965
24 Sex c,883.0,3.3719,377.31,13.9,273.32,0.29,5098.0,-0.03,0,0.27172886,3.3719,0,0.10177169583622993,122.31,K,False,False,True,False,0.357
TIC 87422071 b,11.364929,140.925,1110.0,10.8615023,409.99864503,0.124,6150.0,0.16,0,,140.925,0,0.3199725526205601,855.0,F,False,False,False,False,0.1469
GJ 3988 b,6.9442,2.45,348.0,1.74,3.69,0.0,3273.0,-0.12,0,,2.45,0,0.7004523897385434,93.0,M,False,False,False,True,0.7379
HD 9446 c,192.9,2.5718,345.42,13.4,578.426,0.06,5793.0,0.09,0,0.31576921,2.5718,0,0.24039941748153862,90.42000000000002,G,True,False,False,False,0.3416
KMT-2016-BLG-2321L b,467.2788250532,323.63676,844.506,13.8,301.93698665,0.0419999999999999,5276.8,0.11,0,,323.63676,0,0.11488916081827284,589.506,K,False,False,True,False,0.1631
HD 35843 b,9.8991,96.8492,872.3,2.29,5.84,0.0,5666.0,-0.27,0,,96.8492,0,0.48630238565461253,617.3,G,True,False,False,False,0.3313
Kepler-116 b,5.968734,594.451,1251.0,3.42,11.6,0.0,6142.0,0.07,0,0.1961143,594.451,0,0.28998776251642183,996.0,F,False,False,False,False,0.2076
K2-284 b,4.795069,42.6,653.0,2.78,8.15,0.078,4140.0,0.0,0,0.24752028,42.6,0,0.37933526684164814,398.0,K,False,False,True,False,0.3945
LP 714-47 b,4.052037,38.5441,700.0,4.7,30.8,0.04,3950.0,0.41,0,0.18373103,38.5441,0,0.29665873650347224,445.0,K,False,False,True,False,0.3151
Kepler-1958 b,9.328619957,99.6,806.0,2.05124311,4.86,0.0,5749.0,-0.1,0,0.26183404,99.6,0,0.5630991391147108,551.0,G,True,False,False,False,0.3541
HD 152581 b,686.5,5.4072,426.55,13.4,594.02427,0.04,5027.0,-0.46,0,0.22037022,5.4072,0,0.24688220874908148,171.55,K,False,False,True,False,0.2956
Kepler-74 b,7.340711,337.682,1078.0,10.76,200.22,0.0,6000.0,0.42,0,0.08415883,337.682,0,0.1607202661952728,823.0,F,False,False,False,False,0.1524
OGLE-2018-BLG-1011L c,852.876785569,180.29548,710.442,13.2,890.0,0.004,5347.6,0.0186,0,,180.29548,0,0.38696190555694693,455.442,G,True,False,False,False,0.1632
K2-347 b,7.187257,36.0109,640.0,2.41,6.39,0.1352,4599.0,-0.26,0,0.27458703,36.0109,0,0.45650940620128366,385.0,K,False,False,True,False,0.4193
Kepler-87 c,191.2318,4.656,403.0,6.14,6.4,0.039,5600.0,-0.17,0,0.31630753,4.656,0,0.027648709187178763,148.0,G,True,False,False,False,0.5829
Kepler-812 b,10.11716531,421.917,1163.0,3.55,12.3,0.0,6761.0,0.02,0,0.19158119,421.917,0,0.27492868338776966,908.0,F,False,False,False,False,0.2212
Kepler-80 e,4.64489,94.781,629.0,1.6,4.13,0.0035,4540.0,0.04,0,0.29343671,94.781,0,1.0083007812499998,374.0,K,False,False,True,False,0.4166
K2-383 b,1.865962,811.7960999999999,1163.8,1.564,3.07,0.0116,5129.0,0.187,0,0.27887994,811.7960999999999,0,0.802468750622632,908.8,K,False,False,True,False,0.2552
TOI-2266 b,2.326318,13.0,550.0,1.54,2.99,0.08796,3200.0,-0.05886,0,,13.0,0,0.8186702823235122,295.0,M,False,False,False,True,0.5466
WASP-23 b,2.9444256,317.4314,1076.55,10.783,280.95,0.062,5150.0,-0.05,0,0.08457488,317.4314,0,0.22408367626169273,821.55,K,False,False,True,False,0.1465
Kepler-1265 b,6.49441289,58.15,732.0,1.35,2.39,0.0,4630.0,-0.1,0,0.3110439,58.15,0,0.9713966366915612,477.0,K,False,False,True,False,0.4285
NGTS-1 b,2.647298,65.3,790.0,14.90797,258.07796,0.016,3916.0,0.0,0,0.076498736,65.3,0,0.07789245404507575,535.0,K,False,False,True,False,0.1977
Kepler-686 b,1.594745463,2132.903,1539.0,12.15,5938.540884,0.0,5649.0,-0.07,0,0.073472301,2132.903,0,3.310936998337225,1284.0,G,True,False,False,False,0.066
Kepler-1187 b,18.87064068,72.957,701.0,2.61,7.32,0.0,5975.0,-0.01,0,0.24389987,72.957,0,0.41170823991858985,446.0,G,True,False,False,False,0.369
K2-400 b,3.865053,17.1299,537.0,1.163,1.67,0.1159999999999999,3578.0,-0.051,0,0.37932064,17.1299,0,1.0616401311315766,282.0,M,False,False,False,True,0.5772
Kepler-164 e,94.886902,7.99,429.0,4.24,16.7,0.0,5888.0,-0.1,0,,7.99,0,0.21908815666624123,174.0,G,True,False,False,False,0.4948
Kepler-184 b,10.687576,70.361,780.0,2.36,6.17,0.0,5788.0,-0.1958,0,0.25523922,70.361,0,0.46940656055390284,525.0,G,True,False,False,False,0.359
HD 332231 b,18.712024,98.09,798.3,9.07303305,74.1,0.0,6128.0,0.043,0,0.099549428,98.09,0,0.09921120610841856,543.3,F,False,False,False,False,0.2317
TOI-1199 b,3.671463,324.114,1486.0,10.5140239,75.96098927,0.03,5710.0,0.44,0,,324.114,0,0.06535573939837554,1231.0,G,True,False,False,False,0.1446
TOI-4961 b,7.479182,115.0,919.0,12.34108775,572.0911326,0.182,5380.0,0.206,0,,115.0,0,0.3043721382462092,664.0,G,True,False,False,False,0.1577
Kepler-75 b,8.8849116,106.484,767.0,11.77,3209.9,0.57,5200.0,0.3,0,0.084612512,106.484,0,1.9686210030292608,512.0,K,False,False,True,False,0.1391
HD 39091 b,2088.8,0.1342,172.74,12.3,4481.3805387,0.642,5998.0,0.09,0,0.21862149,0.1342,0,2.4082218335324335,82.25999999999999,G,True,False,False,False,0.2331
HAT-P-3 b,2.8997,176.587,1189.0,10.53646,206.5895,0.0,5185.0,0.27,0,0.086285335,176.587,0,0.17661357283156842,934.0,K,False,False,True,False,0.1521
HD 30562 b,1157.0,0.5147,235.27,13.6,467.20775829,0.76,5882.0,0.2,0,0.3837621,0.5147,1,0.185734816387168,19.72999999999999,G,True,False,False,False,0.3894
Kepler-233 c,60.418955,6.195,390.0,2.71,7.8,0.0,5360.0,-0.09,0,0.40619458,6.195,0,0.3919103473928491,135.0,G,True,False,False,False,0.5926
BD-10 3166 b,3.48777,402.4216,1240.38,14.1,187.5197,0.02,5393.0,0.38,0,0.06642299,402.4216,0,0.06689436901335999,985.3800000000001,G,True,False,False,False,0.1372
HAT-P-11 c,3361.0,0.0161,91.58,13.2,851.78013076,0.652,4653.0,0.31,0,0.087982832,0.0161,0,0.37034433990385957,163.42000000000002,K,False,False,True,False,0.1802
Kepler-1834 c,0.766691517,1334.22,1541.0,1.22,1.98,0.0,4821.0,0.16,0,,1334.22,0,1.0903996369740199,1286.0,K,False,False,True,False,0.218
Kepler-207 c,3.071571,1742.715,1556.0,1.5,2.86,0.0,5920.0,0.29,0,0.27957921,1742.715,0,0.8474074074074074,1301.0,G,True,False,False,False,0.2027
Kepler-118 c,20.17202,21.409,564.0,7.68,45.7,0.0,5274.0,0.18,0,0.15753046,21.409,0,0.10088638023093897,309.0,K,False,False,True,False,0.3401
HATS-55 b,4.2042001,355.909,1367.0,14.022459,292.72143,0.092,6214.0,0.108,0,0.066026215,355.909,0,0.10616515093390483,1112.0,F,False,False,False,False,0.1234
Kepler-822 b,3.222969273,535.188,1239.0,1.77,3.78,0.0,5928.0,0.04,0,0.26835866,535.188,0,0.6816665774008053,984.0,G,True,False,False,False,0.2484
Kepler-292 e,11.97901,50.924,678.0,2.67,7.61,0.0,5299.0,0.04,0,0.24891384,50.924,0,0.39980744096811616,423.0,K,False,False,True,False,0.3851
Kepler-444 e,7.743493,81.344,727.0,0.546,0.1,0.1,5046.0,-0.55,0,0.28075588,81.344,0,0.6143587836620078,472.0,K,False,False,True,False,0.3515
HD 183263 c,4667.97841,0.057,134.6,12.5,2958.98246917,0.051,5948.0,0.2776,0,0.12761552,0.057,0,1.51499902421504,120.4,G,True,False,False,False,0.2058
Kepler-654 b,13.72465129,229.311,831.0,2.07,4.94,0.0,5865.0,0.04,0,0.25669726,229.311,0,0.5569496207500039,576.0,G,True,False,False,False,0.3231
91 Aqr b,181.4,100.506,891.73,13.1,1017.0,0.027,4665.0,-0.03,0,0.078679222,100.506,0,0.45238382254099146,636.73,K,False,False,True,False,0.1495
Kepler-864 b,5.83376092,464.765,1143.0,2.4,6.35,0.0,5754.0,0.04,0,0.23915412,464.765,0,0.4593460648148149,888.0,G,True,False,False,False,0.2451
Kepler-618 b,3.595769645,677.569,1296.0,2.6,7.27,0.0,5860.0,0.08,0,0.22800171,677.569,0,0.4136322257624032,1041.0,G,True,False,False,False,0.216
K2-405 b,3.435471,146.577,969.0,4.569,18.9,0.00188,4927.0,0.132,0,0.16738302,146.577,0,0.19815194062479458,714.0,K,False,False,True,False,0.2513
WASP-192 b,2.8786765,471.142,1620.0,13.78707,731.009,0.0,5910.0,0.14,0,0.066101213,471.142,0,0.2789374215902021,1365.0,G,True,False,False,False,0.0962
Kepler-1628 b,76.378033,0.79,240.0,6.43,33.8,0.0,3724.0,0.17,0,0.44088757,0.79,1,0.1271404609105769,15.0,M,False,False,False,True,0.5987
Kepler-944 b,43.3167737,20.174,459.0,2.63,7.41,0.0,5409.0,-0.11,0,0.29989009,20.174,0,0.4073342818743337,204.0,G,True,False,False,False,0.5053
OGLE-2018-BLG-0516L b,22.206867669706,125.94709999999998,785.126,4.73,20.1,0.03,5559.06,0.148,0,,125.94709999999998,0,0.18993833873900046,530.126,G,True,False,False,False,0.2828
HD 181720 b,956.0,0.5671,249.06,14.0,127.132,0.26,5736.0,-0.62,0,0.36011456,0.5671,1,0.04633090379008747,5.939999999999998,G,True,False,False,False,0.4752
Kepler-322 b,1.653888,735.179,1373.0,1.01,1.01,0.0,5388.0,0.12,0,0.29488442,735.179,0,0.9802960494069207,1118.0,G,True,False,False,False,0.2616
TOI-6677 b,5.45060661625,2.09,334.0,5.83507112,28.7,0.009,6572.28,-0.008,0,,2.09,0,0.14445861125196327,79.0,F,False,False,False,False,0.5527
Kepler-1394 b,3.93766373,2023.005,1947.0,1.39,2.51,0.0,6481.0,0.06,0,0.2842032,2023.005,0,0.9346076267705882,1692.0,F,False,False,False,False,0.1771
HD 109246 b,68.27,11.568,507.43,13.9,273.3338,0.12,5844.0,0.1,0,0.14611397,11.568,0,0.10177683431640898,252.43,G,True,False,False,False,0.285
Kepler-1672 b,150.878,4.4,423.0,2.97022762,9.11,0.0,6131.95,-0.25,0,0.4255213,4.4,0,0.3476555606656347,168.0,F,False,False,False,False,0.5731
TOI-5489 c,4.92126,13.8663,536.0,1.28,2.18,0.1299999999999999,3547.0,-0.148,0,,13.8663,0,1.0395050048828125,281.0,M,False,False,False,True,0.572
Kepler-1744 b,37.10110092,21.0,532.0,3.76754004,13.6,0.0,5986.0,-0.5,0,0.24516486,21.0,0,0.25431107798115665,277.0,G,True,False,False,False,0.428
TOI-4515 b,15.266446,42.2987,705.0,12.17,637.0,0.461,5433.0,0.05,0,,42.2987,0,0.3534009378083626,450.0,G,True,False,False,False,0.1955
Ross 176 b,5.0066338,36.2,682.0,1.84,4.57,0.25,4041.0,-0.19,0,,36.2,0,0.7336057573765102,427.0,K,False,False,True,False,0.4272
CoRoT-31 b,4.62941,727.7611,1664.86,16.36514,266.9772,0.02,5700.0,0.0,0,0.05727576,727.7611,0,0.06091370267013135,1409.86,G,True,False,False,False,0.1031
TOI-1775 b,10.2405549,55.4426,707.89,8.04728896,96.0,0.0,5284.0,0.162,0,,55.4426,0,0.18421392014559368,452.89,K,False,False,True,False,0.2526
K2-73 c,1000.0,0.285,186.1,13.0,1142.0,0.557,5867.0,0.04,0,,0.285,1,0.5197997269003186,68.9,G,True,False,False,False,0.3045
HAT-P-18 b,5.508023,82.2407,852.0,11.153,62.61,0.084,4803.0,0.1,0,0.090921776,82.2407,0,0.04513033914705264,597.0,K,False,False,True,False,0.2293
K2-350 c,19.991944,50.9832,687.0,2.74,7.95,0.0,5789.0,-0.02,0,0.24668022,50.9832,0,0.3864696912481483,432.0,G,True,False,False,False,0.3799
Kepler-129 c,82.2,17.554,525.0,2.52,43.0,0.2,5770.0,0.29,0,0.29238192,17.554,0,2.6869948449691456,270.0,G,True,False,False,False,0.385
Kepler-1267 b,13.0313945,86.469,774.0,3.01,9.32,0.0,6096.0,0.07,0,0.22265873,86.469,0,0.34175621846890947,519.0,F,False,False,False,False,0.3328
Kepler-1795 b,13.36019993,17.3,520.0,1.66301611,3.4,0.0,4500.0,0.28,0,0.3457219,17.3,0,0.7392469612775742,265.0,K,False,False,True,False,0.5392
Kepler-903 c,62.9228557,24.791,462.0,2.53,6.94,0.0,5682.0,0.05,0,0.27798471,24.791,0,0.42854645502235156,207.0,G,True,False,False,False,0.5
K2-312 c,921.2,0.4519,226.65,12.8,1719.45168187,0.853,5959.0,0.255,0,,0.4519,1,0.8198984536504743,28.349999999999994,G,True,False,False,False,0.3209
GJ 3293 c,122.6196,0.17,176.62,4.87,21.09,0.11,3466.0,0.02,0,0.31455845,0.17,0,0.18259534266899136,78.38,M,False,False,False,True,0.5208
TOI-5713 b,10.441989,2.2554,347.2,1.77,3.78,0.24,3225.0,-0.03,0,,2.2554,0,0.6816665774008053,92.19999999999999,M,False,False,False,True,0.7399
2MASS J03590986+2009361 b,2640912.324,0.0,2369.0,12.2,5720.911326,0.36446,2943.0,-0.134,0,,0.0,0,3.1505452692075555,2114.0,M,False,False,False,True,0.0
K2-285 b,3.471745,234.31,1088.9,2.59,9.68,0.0,4975.0,0.0,0,0.23162224,234.31,0,0.5571550420315347,833.9000000000001,K,False,False,True,False,0.2535
TOI-4184 b,4.9019804,4.8,412.0,2.43,6.48,0.03,3238.0,-0.27,0,,4.8,0,0.45160234155814094,157.0,M,False,False,False,True,0.6064
Kepler-220 c,9.034199,37.321,586.0,1.57,3.09,0.0,4632.0,-0.1738,0,0.31250236,37.321,0,0.7984716890105229,331.0,K,False,False,True,False,0.4828
Kepler-880 b,7.71468975,586.169,1622.0,2.66,7.56,0.0,6761.0,0.03,0,0.22602595,586.169,0,0.40167692678471,1367.0,F,False,False,False,False,0.1901
HD 35843 c,46.9622,11.3814,479.0,2.54,11.32,0.153,5666.0,-0.27,0,,11.3814,0,0.6907887831523694,224.0,G,True,False,False,False,0.4944
HATS-68 b,3.5862202,1521.0,1741.0,13.809488,410.0007,0.036,6147.0,0.21,0,0.065780067,1521.0,0,0.155686826890106,1486.0,F,False,False,False,False,0.0897
Kepler-324 b,4.385315,194.34,935.0,1.14,2414.4,0.0,5194.0,0.18,0,0.29844511,194.34,0,1629.6512287181488,680.0,K,False,False,True,False,0.1401
Kepler-1547 b,0.692979676,5760.944,3186.0,0.9,0.666,0.0,6078.0,0.04,0,0.29207798,5760.944,0,0.9135802469135802,2931.0,F,False,False,False,False,0.1245
Kepler-116 c,13.07163,208.982,964.0,2.3,5.9,0.0,6142.0,0.07,0,0.24677474,208.982,0,0.48491822141859137,709.0,F,False,False,False,False,0.2927
Kepler-1076 b,6.14727918,83.18,770.0,0.8,0.437,0.0,4868.0,-0.01,0,0.30700267,83.18,0,0.8535156249999998,515.0,K,False,False,True,False,0.4074
nu Oph b,529.93,25.1924,620.57,12.0,7057.73298,0.126,4887.0,0.1,0,0.10387177,25.1924,0,4.084336215277777,365.57000000000005,K,False,False,True,False,0.1578
KMT-2022-BLG-2076L b,16.3261620828,704.84668,1212.172,13.9,279.68899816,0.0243999999999999,5641.6,-0.078,0,,704.84668,0,0.10414321545982508,957.172,G,True,False,False,False,0.1255
Kepler-170 b,7.930592,136.522,899.0,3.2,82.6,0.0,5679.0,0.39,0,0.21097352,136.522,0,2.520751953124999,644.0,G,True,False,False,False,0.2216
HD 134987 c,5000.0,0.0535,125.03,13.9,260.0,0.12,5585.0,0.28,0,0.11807753,0.0535,0,0.09681194540253103,129.97,G,True,False,False,False,0.2726
Kepler-530 b,39.30941904,14.238,488.0,3.01,9.32,0.0,5697.0,-0.08,0,0.28632657,14.238,0,0.34175621846890947,233.0,G,True,False,False,False,0.4885
Kepler-1596 b,66.373379,33.378,471.0,1.9,4.27,0.0,5706.0,-0.11,0,0.30964013,33.378,0,0.6225397288234437,216.0,G,True,False,False,False,0.518
Kepler-396 c,88.505,5.244,390.0,5.3,17.9,0.0,5656.0,0.1558,0,0.32182048,5.244,0,0.12023348133022563,135.0,G,True,False,False,False,0.521
WASP-88 b,4.954,1489.5543,1772.0,16.36514,133.4886,0.0,6430.0,-0.08,0,0.056650393,1489.5543,0,0.030456851335065677,1517.0,F,False,False,False,False,0.1022
Kepler-1438 b,2.31942009,561.12,1490.0,0.94,0.779,0.0,5530.0,0.2,0,0.29384763,561.12,0,0.9378943008774551,1235.0,G,True,False,False,False,0.2503
GJ 15 A b,11.4407,4.2691,550.0,1.55,3.03,0.094,3607.0,-0.34,0,0.53404218,4.2691,0,0.8136685576180724,295.0,M,False,False,False,True,0.5949
TOI-157 b,2.0845435,1062.0,1588.0,14.414774,375.0394,0.0,5404.0,0.24,0,0.063622159,1062.0,0,0.12521414199728834,1333.0,G,True,False,False,False,0.0988
K2-114 b,11.390931,40.0,701.4,10.59248676,638.83509807,0.079,4899.0,0.42,0,0.10920403,40.0,0,0.5375204344374176,446.4,K,False,False,True,False,0.1988
Kepler-100 b,6.88734,478.214,1155.0,1.34,4.01,0.13,5837.0,0.1,0,0.2888875,478.214,0,1.6665946276636416,900.0,G,True,False,False,False,0.2629
tau Gem b,305.5,241.3109,1012.69,12.1,6547.0,0.031,4388.0,0.14,0,0.077592958,241.3109,0,3.695610820062081,757.69,K,False,False,True,False,0.1008
Kepler-265 c,17.028937,65.359,755.0,2.63,7.41,0.0,5835.0,-0.11,0,0.24487271,65.359,0,0.4073342818743337,500.0,G,True,False,False,False,0.3578
K2-190 b,10.098858,130.4376,883.6,1.35673729,2.41,0.0,5631.0,-0.19,0,0.29747248,130.4376,0,0.9650054303771904,628.6,G,True,False,False,False,0.3607
Kepler-1921 c,3.15722086,2436.47,1791.0,1.41,2.57,0.0,6120.0,0.02,0,,2436.47,0,0.9168024925612358,1536.0,F,False,False,False,False,0.183
CoRoT-19 b,3.89713,1103.809,2000.0,14.46,352.78,0.047,6090.0,-0.02,0,0.063261651,1103.809,0,0.11668071373071992,1745.0,F,False,False,False,False,0.0861
HD 110537 b,24469.67342,0.0047,72.83,11.9,8612.83200129,0.401,5718.0,0.09,0,0.079933378,0.0047,0,5.110990714401431,182.17000000000002,G,True,False,False,False,0.1055
Kepler-788 b,8.39846269,357.191,984.0,2.55,7.04,0.0,6159.0,0.05,0,0.23282519,357.191,0,0.42457275105351644,729.0,F,False,False,False,False,0.269
K2-390 b,3.312792,260.965,1119.0,4.662,19.6,0.09,5558.0,-0.116,0,0.16025784,260.965,0,0.1934368733600398,864.0,G,True,False,False,False,0.2189
WASP-69 b,3.86813881,180.5564,971.0,11.21,82.58,0.0,4792.0,0.35,0,0.077825842,180.5564,0,0.05862165034652958,716.0,K,False,False,True,False,0.1919
Kepler-336 b,2.024823,1652.5,1625.0,1.02,1.04,0.0,5867.0,0.337,0,0.29370398,1652.5,0,0.9800152279289261,1370.0,G,True,False,False,False,0.2195
HIP 48714 b,17.818,5.5708,446.47,5.11,22.9,0.5,4015.5,-0.074,0,0.29765794,5.5708,0,0.17162193013801824,191.47000000000003,K,False,False,True,False,0.4746
Kepler-154 b,33.040532,28.11,561.0,2.26,5.73,0.0,5690.0,0.02,0,0.28771538,28.11,0,0.49639717873139955,306.0,G,True,False,False,False,0.4644
Kepler-1225 b,7.01075434,324.282,1453.0,1.82,3.97,0.0,6140.0,0.01,0,0.26754291,324.282,0,0.6585311802073063,1198.0,F,False,False,False,False,0.2347
Kepler-1708 b,737.1131,0.561,245.02,9.96,1462.0106722,0.4,6157.0,0.0,0,0.39806532,0.561,1,1.4796960946234896,9.97999999999999,F,False,False,False,False,0.3476
Kepler-332 c,15.995622,19.986,550.0,1.09,1.32,0.0,4955.0,-0.13,0,0.35938152,19.986,0,1.0192821936806047,295.0,K,False,False,True,False,0.5755
WASP-173 A b,1.38665318,1920.0,1880.0,13.4508,1172.7927,0.0,5800.0,0.16,0,0.067170145,1920.0,0,0.4819221729844675,1625.0,G,True,False,False,False,0.0729
TOI-4010 b,1.348335,714.0,1441.0,3.02,11.0,0.03,4960.0,0.37,0,,714.0,0,0.39936670606116675,1186.0,K,False,False,True,False,0.1904
WASP-71 b,2.90367,3384.6097,2016.1,13.22662,441.7837,0.0,6050.0,0.15,0,0.068022726,3384.6097,0,0.19092511406647283,1761.1,F,False,False,False,False,0.0758
